unit,parent_iso3,metric,year,value,unit_measure,precision,methodology_notes
AF-KNR,AFG,population,2024.0,42647492.0,people,1,Total population (World Bank estimate)
AF-KNR,AFG,gdp,2023.0,17152234636.8715,current USD,2,GDP current US$ (World Bank estimate)
AF-KNR,AFG,unemployment_rate,2024.0,13.295,% of labor force,2,Unemployment rate (modeled ILO estimate)
AF-KNR,AFG,inflation_cpi,2024.0,-6.60118564073726,% change,2,"Inflation, consumer prices annual %"
AF-KNR,AFG,labour_force_participation,2024.0,37.496,% of population,2,Labor force participation rate (modeled ILO estimate)
AF-KNR,AFG,broadband_subscriptions,2023.0,0.0800873,subscriptions per 100 people,3,Fixed broadband subscriptions per 100 people
AF-KDZ,AFG,population,2024.0,42647492.0,people,1,Total population (World Bank estimate)
AF-KDZ,AFG,gdp,2023.0,17152234636.8715,current USD,2,GDP current US$ (World Bank estimate)
AF-KDZ,AFG,unemployment_rate,2024.0,13.295,% of labor force,2,Unemployment rate (modeled ILO estimate)
AF-KDZ,AFG,inflation_cpi,2024.0,-6.60118564073726,% change,2,"Inflation, consumer prices annual %"
AF-KDZ,AFG,labour_force_participation,2024.0,37.496,% of population,2,Labor force participation rate (modeled ILO estimate)
AF-KDZ,AFG,broadband_subscriptions,2023.0,0.0800873,subscriptions per 100 people,3,Fixed broadband subscriptions per 100 people
AF-KDZ,AFG,population,2024.0,42647492.0,people,1,Total population (World Bank estimate)
AF-KDZ,AFG,gdp,2023.0,17152234636.8715,current USD,2,GDP current US$ (World Bank estimate)
AF-KDZ,AFG,unemployment_rate,2024.0,13.295,% of labor force,2,Unemployment rate (modeled ILO estimate)
AF-KDZ,AFG,inflation_cpi,2024.0,-6.60118564073726,% change,2,"Inflation, consumer prices annual %"
AF-KDZ,AFG,labour_force_participation,2024.0,37.496,% of population,2,Labor force participation rate (modeled ILO estimate)
AF-KDZ,AFG,broadband_subscriptions,2023.0,0.0800873,subscriptions per 100 people,3,Fixed broadband subscriptions per 100 people
AF-KAB,AFG,population,2024.0,42647492.0,people,1,Total population (World Bank estimate)
AF-KAB,AFG,gdp,2023.0,17152234636.8715,current USD,2,GDP current US$ (World Bank estimate)
AF-KAB,AFG,unemployment_rate,2024.0,13.295,% of labor force,2,Unemployment rate (modeled ILO estimate)
AF-KAB,AFG,inflation_cpi,2024.0,-6.60118564073726,% change,2,"Inflation, consumer prices annual %"
AF-KAB,AFG,labour_force_participation,2024.0,37.496,% of population,2,Labor force participation rate (modeled ILO estimate)
AF-KAB,AFG,broadband_subscriptions,2023.0,0.0800873,subscriptions per 100 people,3,Fixed broadband subscriptions per 100 people
AF-KAB,AFG,population,2024.0,42647492.0,people,1,Total population (World Bank estimate)
AF-KAB,AFG,gdp,2023.0,17152234636.8715,current USD,2,GDP current US$ (World Bank estimate)
AF-KAB,AFG,unemployment_rate,2024.0,13.295,% of labor force,2,Unemployment rate (modeled ILO estimate)
AF-KAB,AFG,inflation_cpi,2024.0,-6.60118564073726,% change,2,"Inflation, consumer prices annual %"
AF-KAB,AFG,labour_force_participation,2024.0,37.496,% of population,2,Labor force participation rate (modeled ILO estimate)
AF-KAB,AFG,broadband_subscriptions,2023.0,0.0800873,subscriptions per 100 people,3,Fixed broadband subscriptions per 100 people
AF-KAP,AFG,population,2024.0,42647492.0,people,1,Total population (World Bank estimate)
AF-KAP,AFG,gdp,2023.0,17152234636.8715,current USD,2,GDP current US$ (World Bank estimate)
AF-KAP,AFG,unemployment_rate,2024.0,13.295,% of labor force,2,Unemployment rate (modeled ILO estimate)
AF-KAP,AFG,inflation_cpi,2024.0,-6.60118564073726,% change,2,"Inflation, consumer prices annual %"
AF-KAP,AFG,labour_force_participation,2024.0,37.496,% of population,2,Labor force participation rate (modeled ILO estimate)
AF-KAP,AFG,broadband_subscriptions,2023.0,0.0800873,subscriptions per 100 people,3,Fixed broadband subscriptions per 100 people
AF-KAP,AFG,population,2024.0,42647492.0,people,1,Total population (World Bank estimate)
AF-KAP,AFG,gdp,2023.0,17152234636.8715,current USD,2,GDP current US$ (World Bank estimate)
AF-KAP,AFG,unemployment_rate,2024.0,13.295,% of labor force,2,Unemployment rate (modeled ILO estimate)
AF-KAP,AFG,inflation_cpi,2024.0,-6.60118564073726,% change,2,"Inflation, consumer prices annual %"
AF-KAP,AFG,labour_force_participation,2024.0,37.496,% of population,2,Labor force participation rate (modeled ILO estimate)
AF-KAP,AFG,broadband_subscriptions,2023.0,0.0800873,subscriptions per 100 people,3,Fixed broadband subscriptions per 100 people
AF-LAG,AFG,population,2024.0,42647492.0,people,1,Total population (World Bank estimate)
AF-LAG,AFG,gdp,2023.0,17152234636.8715,current USD,2,GDP current US$ (World Bank estimate)
AF-LAG,AFG,unemployment_rate,2024.0,13.295,% of labor force,2,Unemployment rate (modeled ILO estimate)
AF-LAG,AFG,inflation_cpi,2024.0,-6.60118564073726,% change,2,"Inflation, consumer prices annual %"
AF-LAG,AFG,labour_force_participation,2024.0,37.496,% of population,2,Labor force participation rate (modeled ILO estimate)
AF-LAG,AFG,broadband_subscriptions,2023.0,0.0800873,subscriptions per 100 people,3,Fixed broadband subscriptions per 100 people
AF-LAG,AFG,population,2024.0,42647492.0,people,1,Total population (World Bank estimate)
AF-LAG,AFG,gdp,2023.0,17152234636.8715,current USD,2,GDP current US$ (World Bank estimate)
AF-LAG,AFG,unemployment_rate,2024.0,13.295,% of labor force,2,Unemployment rate (modeled ILO estimate)
AF-LAG,AFG,inflation_cpi,2024.0,-6.60118564073726,% change,2,"Inflation, consumer prices annual %"
AF-LAG,AFG,labour_force_participation,2024.0,37.496,% of population,2,Labor force participation rate (modeled ILO estimate)
AF-LAG,AFG,broadband_subscriptions,2023.0,0.0800873,subscriptions per 100 people,3,Fixed broadband subscriptions per 100 people
AF-LOG,AFG,population,2024.0,42647492.0,people,1,Total population (World Bank estimate)
AF-LOG,AFG,gdp,2023.0,17152234636.8715,current USD,2,GDP current US$ (World Bank estimate)
AF-LOG,AFG,unemployment_rate,2024.0,13.295,% of labor force,2,Unemployment rate (modeled ILO estimate)
AF-LOG,AFG,inflation_cpi,2024.0,-6.60118564073726,% change,2,"Inflation, consumer prices annual %"
AF-LOG,AFG,labour_force_participation,2024.0,37.496,% of population,2,Labor force participation rate (modeled ILO estimate)
AF-LOG,AFG,broadband_subscriptions,2023.0,0.0800873,subscriptions per 100 people,3,Fixed broadband subscriptions per 100 people
AF-LOG,AFG,population,2024.0,42647492.0,people,1,Total population (World Bank estimate)
AF-LOG,AFG,gdp,2023.0,17152234636.8715,current USD,2,GDP current US$ (World Bank estimate)
AF-LOG,AFG,unemployment_rate,2024.0,13.295,% of labor force,2,Unemployment rate (modeled ILO estimate)
AF-LOG,AFG,inflation_cpi,2024.0,-6.60118564073726,% change,2,"Inflation, consumer prices annual %"
AF-LOG,AFG,labour_force_participation,2024.0,37.496,% of population,2,Labor force participation rate (modeled ILO estimate)
AF-LOG,AFG,broadband_subscriptions,2023.0,0.0800873,subscriptions per 100 people,3,Fixed broadband subscriptions per 100 people
AF-NAN,AFG,population,2024.0,42647492.0,people,1,Total population (World Bank estimate)
AF-NAN,AFG,gdp,2023.0,17152234636.8715,current USD,2,GDP current US$ (World Bank estimate)
AF-NAN,AFG,unemployment_rate,2024.0,13.295,% of labor force,2,Unemployment rate (modeled ILO estimate)
AF-NAN,AFG,inflation_cpi,2024.0,-6.60118564073726,% change,2,"Inflation, consumer prices annual %"
AF-NAN,AFG,labour_force_participation,2024.0,37.496,% of population,2,Labor force participation rate (modeled ILO estimate)
AF-NAN,AFG,broadband_subscriptions,2023.0,0.0800873,subscriptions per 100 people,3,Fixed broadband subscriptions per 100 people
AF-NAN,AFG,population,2024.0,42647492.0,people,1,Total population (World Bank estimate)
AF-NAN,AFG,gdp,2023.0,17152234636.8715,current USD,2,GDP current US$ (World Bank estimate)
AF-NAN,AFG,unemployment_rate,2024.0,13.295,% of labor force,2,Unemployment rate (modeled ILO estimate)
AF-NAN,AFG,inflation_cpi,2024.0,-6.60118564073726,% change,2,"Inflation, consumer prices annual %"
AF-NAN,AFG,labour_force_participation,2024.0,37.496,% of population,2,Labor force participation rate (modeled ILO estimate)
AF-NAN,AFG,broadband_subscriptions,2023.0,0.0800873,subscriptions per 100 people,3,Fixed broadband subscriptions per 100 people
AF-NIM,AFG,population,2024.0,42647492.0,people,1,Total population (World Bank estimate)
AF-NIM,AFG,gdp,2023.0,17152234636.8715,current USD,2,GDP current US$ (World Bank estimate)
AF-NIM,AFG,unemployment_rate,2024.0,13.295,% of labor force,2,Unemployment rate (modeled ILO estimate)
AF-NIM,AFG,inflation_cpi,2024.0,-6.60118564073726,% change,2,"Inflation, consumer prices annual %"
AF-NIM,AFG,labour_force_participation,2024.0,37.496,% of population,2,Labor force participation rate (modeled ILO estimate)
AF-NIM,AFG,broadband_subscriptions,2023.0,0.0800873,subscriptions per 100 people,3,Fixed broadband subscriptions per 100 people
AF-NIM,AFG,population,2024.0,42647492.0,people,1,Total population (World Bank estimate)
AF-NIM,AFG,gdp,2023.0,17152234636.8715,current USD,2,GDP current US$ (World Bank estimate)
AF-NIM,AFG,unemployment_rate,2024.0,13.295,% of labor force,2,Unemployment rate (modeled ILO estimate)
AF-NIM,AFG,inflation_cpi,2024.0,-6.60118564073726,% change,2,"Inflation, consumer prices annual %"
AF-NIM,AFG,labour_force_participation,2024.0,37.496,% of population,2,Labor force participation rate (modeled ILO estimate)
AF-NIM,AFG,broadband_subscriptions,2023.0,0.0800873,subscriptions per 100 people,3,Fixed broadband subscriptions per 100 people
AF-NUR,AFG,population,2024.0,42647492.0,people,1,Total population (World Bank estimate)
AF-NUR,AFG,gdp,2023.0,17152234636.8715,current USD,2,GDP current US$ (World Bank estimate)
AF-NUR,AFG,unemployment_rate,2024.0,13.295,% of labor force,2,Unemployment rate (modeled ILO estimate)
AF-NUR,AFG,inflation_cpi,2024.0,-6.60118564073726,% change,2,"Inflation, consumer prices annual %"
AF-NUR,AFG,labour_force_participation,2024.0,37.496,% of population,2,Labor force participation rate (modeled ILO estimate)
AF-NUR,AFG,broadband_subscriptions,2023.0,0.0800873,subscriptions per 100 people,3,Fixed broadband subscriptions per 100 people
AF-NUR,AFG,population,2024.0,42647492.0,people,1,Total population (World Bank estimate)
AF-NUR,AFG,gdp,2023.0,17152234636.8715,current USD,2,GDP current US$ (World Bank estimate)
AF-NUR,AFG,unemployment_rate,2024.0,13.295,% of labor force,2,Unemployment rate (modeled ILO estimate)
AF-NUR,AFG,inflation_cpi,2024.0,-6.60118564073726,% change,2,"Inflation, consumer prices annual %"
AF-NUR,AFG,labour_force_participation,2024.0,37.496,% of population,2,Labor force participation rate (modeled ILO estimate)
AF-NUR,AFG,broadband_subscriptions,2023.0,0.0800873,subscriptions per 100 people,3,Fixed broadband subscriptions per 100 people
AF-PIA,AFG,population,2024.0,42647492.0,people,1,Total population (World Bank estimate)
AF-PIA,AFG,gdp,2023.0,17152234636.8715,current USD,2,GDP current US$ (World Bank estimate)
AF-PIA,AFG,unemployment_rate,2024.0,13.295,% of labor force,2,Unemployment rate (modeled ILO estimate)
AF-PIA,AFG,inflation_cpi,2024.0,-6.60118564073726,% change,2,"Inflation, consumer prices annual %"
AF-PIA,AFG,labour_force_participation,2024.0,37.496,% of population,2,Labor force participation rate (modeled ILO estimate)
AF-PIA,AFG,broadband_subscriptions,2023.0,0.0800873,subscriptions per 100 people,3,Fixed broadband subscriptions per 100 people
AF-PIA,AFG,population,2024.0,42647492.0,people,1,Total population (World Bank estimate)
AF-PIA,AFG,gdp,2023.0,17152234636.8715,current USD,2,GDP current US$ (World Bank estimate)
AF-PIA,AFG,unemployment_rate,2024.0,13.295,% of labor force,2,Unemployment rate (modeled ILO estimate)
AF-PIA,AFG,inflation_cpi,2024.0,-6.60118564073726,% change,2,"Inflation, consumer prices annual %"
AF-PIA,AFG,labour_force_participation,2024.0,37.496,% of population,2,Labor force participation rate (modeled ILO estimate)
AF-PIA,AFG,broadband_subscriptions,2023.0,0.0800873,subscriptions per 100 people,3,Fixed broadband subscriptions per 100 people
AF-PKA,AFG,population,2024.0,42647492.0,people,1,Total population (World Bank estimate)
AF-PKA,AFG,gdp,2023.0,17152234636.8715,current USD,2,GDP current US$ (World Bank estimate)
AF-PKA,AFG,unemployment_rate,2024.0,13.295,% of labor force,2,Unemployment rate (modeled ILO estimate)
AF-PKA,AFG,inflation_cpi,2024.0,-6.60118564073726,% change,2,"Inflation, consumer prices annual %"
AF-PKA,AFG,labour_force_participation,2024.0,37.496,% of population,2,Labor force participation rate (modeled ILO estimate)
AF-PKA,AFG,broadband_subscriptions,2023.0,0.0800873,subscriptions per 100 people,3,Fixed broadband subscriptions per 100 people
AF-PKA,AFG,population,2024.0,42647492.0,people,1,Total population (World Bank estimate)
AF-PKA,AFG,gdp,2023.0,17152234636.8715,current USD,2,GDP current US$ (World Bank estimate)
AF-PKA,AFG,unemployment_rate,2024.0,13.295,% of labor force,2,Unemployment rate (modeled ILO estimate)
AF-PKA,AFG,inflation_cpi,2024.0,-6.60118564073726,% change,2,"Inflation, consumer prices annual %"
AF-PKA,AFG,labour_force_participation,2024.0,37.496,% of population,2,Labor force participation rate (modeled ILO estimate)
AF-PKA,AFG,broadband_subscriptions,2023.0,0.0800873,subscriptions per 100 people,3,Fixed broadband subscriptions per 100 people
AF-PAN,AFG,population,2024.0,42647492.0,people,1,Total population (World Bank estimate)
AF-PAN,AFG,gdp,2023.0,17152234636.8715,current USD,2,GDP current US$ (World Bank estimate)
AF-PAN,AFG,unemployment_rate,2024.0,13.295,% of labor force,2,Unemployment rate (modeled ILO estimate)
AF-PAN,AFG,inflation_cpi,2024.0,-6.60118564073726,% change,2,"Inflation, consumer prices annual %"
AF-PAN,AFG,labour_force_participation,2024.0,37.496,% of population,2,Labor force participation rate (modeled ILO estimate)
AF-PAN,AFG,broadband_subscriptions,2023.0,0.0800873,subscriptions per 100 people,3,Fixed broadband subscriptions per 100 people
AF-PAN,AFG,population,2024.0,42647492.0,people,1,Total population (World Bank estimate)
AF-PAN,AFG,gdp,2023.0,17152234636.8715,current USD,2,GDP current US$ (World Bank estimate)
AF-PAN,AFG,unemployment_rate,2024.0,13.295,% of labor force,2,Unemployment rate (modeled ILO estimate)
AF-PAN,AFG,inflation_cpi,2024.0,-6.60118564073726,% change,2,"Inflation, consumer prices annual %"
AF-PAN,AFG,labour_force_participation,2024.0,37.496,% of population,2,Labor force participation rate (modeled ILO estimate)
AF-PAN,AFG,broadband_subscriptions,2023.0,0.0800873,subscriptions per 100 people,3,Fixed broadband subscriptions per 100 people
AF-PAR,AFG,population,2024.0,42647492.0,people,1,Total population (World Bank estimate)
AF-PAR,AFG,gdp,2023.0,17152234636.8715,current USD,2,GDP current US$ (World Bank estimate)
AF-PAR,AFG,unemployment_rate,2024.0,13.295,% of labor force,2,Unemployment rate (modeled ILO estimate)
AF-PAR,AFG,inflation_cpi,2024.0,-6.60118564073726,% change,2,"Inflation, consumer prices annual %"
AF-PAR,AFG,labour_force_participation,2024.0,37.496,% of population,2,Labor force participation rate (modeled ILO estimate)
AF-PAR,AFG,broadband_subscriptions,2023.0,0.0800873,subscriptions per 100 people,3,Fixed broadband subscriptions per 100 people
AF-PAR,AFG,population,2024.0,42647492.0,people,1,Total population (World Bank estimate)
AF-PAR,AFG,gdp,2023.0,17152234636.8715,current USD,2,GDP current US$ (World Bank estimate)
AF-PAR,AFG,unemployment_rate,2024.0,13.295,% of labor force,2,Unemployment rate (modeled ILO estimate)
AF-PAR,AFG,inflation_cpi,2024.0,-6.60118564073726,% change,2,"Inflation, consumer prices annual %"
AF-PAR,AFG,labour_force_participation,2024.0,37.496,% of population,2,Labor force participation rate (modeled ILO estimate)
AF-PAR,AFG,broadband_subscriptions,2023.0,0.0800873,subscriptions per 100 people,3,Fixed broadband subscriptions per 100 people
AF-SAM,AFG,population,2024.0,42647492.0,people,1,Total population (World Bank estimate)
AF-SAM,AFG,gdp,2023.0,17152234636.8715,current USD,2,GDP current US$ (World Bank estimate)
AF-SAM,AFG,unemployment_rate,2024.0,13.295,% of labor force,2,Unemployment rate (modeled ILO estimate)
AF-SAM,AFG,inflation_cpi,2024.0,-6.60118564073726,% change,2,"Inflation, consumer prices annual %"
AF-SAM,AFG,labour_force_participation,2024.0,37.496,% of population,2,Labor force participation rate (modeled ILO estimate)
AF-SAM,AFG,broadband_subscriptions,2023.0,0.0800873,subscriptions per 100 people,3,Fixed broadband subscriptions per 100 people
AF-SAM,AFG,population,2024.0,42647492.0,people,1,Total population (World Bank estimate)
AF-SAM,AFG,gdp,2023.0,17152234636.8715,current USD,2,GDP current US$ (World Bank estimate)
AF-SAM,AFG,unemployment_rate,2024.0,13.295,% of labor force,2,Unemployment rate (modeled ILO estimate)
AF-SAM,AFG,inflation_cpi,2024.0,-6.60118564073726,% change,2,"Inflation, consumer prices annual %"
AF-SAM,AFG,labour_force_participation,2024.0,37.496,% of population,2,Labor force participation rate (modeled ILO estimate)
